,desc,n_nodes,label,pred,conv3_feats,TSNE1,TSNE2,Cluster,acc,Imp
166,FPQYLQY,7,0,0,"tensor([[ 0.0455,  0.1136,  0.0634, -0.0510,  0.0100,  0.0891, -0.1074, -0.1498,
          0.0761, -0.1071, -0.0944,  0.0208, -0.0146, -0.0442, -0.0379, -0.0532],
        [ 0.0271,  0.0849,  0.0515, -0.0616,  0.0058,  0.1063, -0.0774, -0.1310,
          0.0888, -0.0831, -0.0665,  0.0317,  0.0067, -0.0424, -0.0398, -0.0283],
        [-0.0324,  0.0002,  0.0134, -0.0965, -0.0072,  0.1675,  0.0128, -0.0725,
          0.1338, -0.0118,  0.0186,  0.0719,  0.0726, -0.0389, -0.0498,  0.0499],
        [ 0.0073, -0.0211,  0.0331, -0.0684, -0.0064,  0.0783,  0.0176, -0.0898,
          0.0671,  0.0024,  0.0086,  0.0003,  0.0555, -0.0178, -0.0086,  0.0220],
        [ 0.0073, -0.0211,  0.0331, -0.0684, -0.0064,  0.0783,  0.0176, -0.0898,
          0.0671,  0.0024,  0.0086,  0.0003,  0.0555, -0.0178, -0.0086,  0.0220],
        [ 0.0073, -0.0211,  0.0331, -0.0684, -0.0064,  0.0783,  0.0176, -0.0898,
          0.0671,  0.0024,  0.0086,  0.0003,  0.0555, -0.0178, -0.0086,  0.0220],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828]])",11.068496,9.796928,2,1,0.0043097646
167,RGPEPIIV,8,1,1,"tensor([[ 0.1751,  0.2230,  0.1408,  0.0296,  0.0308, -0.0908, -0.2414, -0.2563,
         -0.0573, -0.2029, -0.2348, -0.1100, -0.1324, -0.0291,  0.0172, -0.2001],
        [ 0.1684,  0.2202,  0.1371,  0.0252,  0.0301, -0.0797, -0.2369, -0.2516,
         -0.0491, -0.2003, -0.2293, -0.1016, -0.1273, -0.0308,  0.0131, -0.1935],
        [ 0.0634,  0.0939,  0.0715, -0.0377,  0.0094,  0.0426, -0.0969, -0.1548,
          0.0413, -0.0928, -0.0929, -0.0173, -0.0189, -0.0317, -0.0148, -0.0627],
        [-0.0056,  0.0079,  0.0283, -0.0789, -0.0045,  0.1210, -0.0023, -0.0903,
          0.0991, -0.0197, -0.0014,  0.0362,  0.0535, -0.0313, -0.0318,  0.0242],
        [ 0.0080, -0.0209,  0.0334, -0.0680, -0.0063,  0.0772,  0.0172, -0.0903,
          0.0662,  0.0022,  0.0081, -0.0006,  0.0550, -0.0176, -0.0082,  0.0213],
        [ 0.0894,  0.0079,  0.0791, -0.0149,  0.0027, -0.0606, -0.0337, -0.1461,
         -0.0364, -0.0263, -0.0561, -0.1057, -0.0053,  0.0039,  0.0442, -0.0585],
        [ 0.1784,  0.0394,  0.1291,  0.0431,  0.0126, -0.2113, -0.0894, -0.2070,
         -0.1485, -0.0574, -0.1263, -0.2207, -0.0712,  0.0274,  0.1014, -0.1458],
        [ 0.1707,  0.0367,  0.1248,  0.0381,  0.0117, -0.1982, -0.0845, -0.2018,
         -0.1388, -0.0548, -0.1202, -0.2107, -0.0655,  0.0254,  0.0964, -0.1382]])",11.68902,-9.066845,1,1,-0.029165165
168,KIHPFAQTQSLVYP,14,0,0,"tensor([[ 6.3577e-02, -1.0866e-02,  3.2339e-03, -1.7304e-01,  1.0043e-01,
          2.8056e-01, -1.3257e-01, -2.0160e-01,  1.9078e-01, -1.8861e-01,
          2.2579e-01, -6.7649e-02, -3.7342e-02, -8.0196e-02,  1.4075e-01,
         -4.0457e-02],
        [ 7.3967e-02, -8.0401e-03,  3.6697e-03, -1.7868e-01,  1.1042e-01,
          2.8911e-01, -1.4916e-01, -2.1515e-01,  1.9478e-01, -2.0730e-01,
          2.4058e-01, -8.0650e-02, -4.9525e-02, -8.4243e-02,  1.5737e-01,
         -5.1286e-02],
        [ 3.3043e-02, -1.9172e-02,  1.9530e-03, -1.5646e-01,  7.1072e-02,
          2.5543e-01, -8.3799e-02, -1.6178e-01,  1.7901e-01, -1.3369e-01,
          1.8233e-01, -2.9439e-02, -1.5361e-03, -6.8303e-02,  9.1904e-02,
         -8.6344e-03],
        [ 7.0038e-03, -2.6255e-02,  8.6063e-04, -1.4232e-01,  4.6032e-02,
          2.3400e-01, -4.2210e-02, -1.2782e-01,  1.6898e-01, -8.6848e-02,
          1.4526e-01,  3.1460e-03,  2.8999e-02, -5.8160e-02,  5.0250e-02,
          1.8505e-02],
        [-2.4745e-02, -3.4892e-02, -4.7122e-04, -1.2508e-01,  1.5502e-02,
          2.0786e-01,  8.4965e-03, -8.6411e-02,  1.5675e-01, -2.9739e-02,
          1.0007e-01,  4.2876e-02,  6.6230e-02, -4.5794e-02, -5.3667e-04,
          5.1594e-02],
        [-4.0160e-02, -3.9085e-02, -1.1179e-03, -1.1671e-01,  6.7956e-04,
          1.9518e-01,  3.3116e-02, -6.6308e-02,  1.5081e-01, -2.0117e-03,
          7.8130e-02,  6.2165e-02,  8.4306e-02, -3.9789e-02, -2.5195e-02,
          6.7659e-02],
        [-5.4342e-02, -4.2943e-02, -1.7128e-03, -1.0901e-01, -1.2958e-02,
          1.8350e-01,  5.5766e-02, -4.7812e-02,  1.4534e-01,  2.3499e-02,
          5.7943e-02,  7.9912e-02,  1.0094e-01, -3.4265e-02, -4.7881e-02,
          8.2440e-02],
        [-5.4684e-02, -4.3036e-02, -1.7272e-03, -1.0883e-01, -1.3287e-02,
          1.8322e-01,  5.6313e-02, -4.7366e-02,  1.4521e-01,  2.4114e-02,
          5.7456e-02,  8.0341e-02,  1.0134e-01, -3.4132e-02, -4.8428e-02,
          8.2796e-02],
        [-5.4684e-02, -4.3036e-02, -1.7272e-03, -1.0883e-01, -1.3287e-02,
          1.8322e-01,  5.6313e-02, -4.7366e-02,  1.4521e-01,  2.4114e-02,
          5.7456e-02,  8.0341e-02,  1.0134e-01, -3.4132e-02, -4.8428e-02,
          8.2796e-02],
        [-2.9728e-02, -3.4209e-02,  1.2280e-02, -9.2557e-02, -1.0516e-02,
          1.4099e-01,  4.0716e-02, -6.4461e-02,  1.1376e-01,  1.5381e-02,
          3.7785e-02,  4.8111e-02,  8.2865e-02, -2.7541e-02, -3.2391e-02,
          5.8325e-02],
        [-4.2969e-03, -2.5214e-02,  2.6554e-02, -7.5976e-02, -7.6927e-03,
          9.7942e-02,  2.4822e-02, -8.1881e-02,  8.1707e-02,  6.4818e-03,
          1.7739e-02,  1.5267e-02,  6.4040e-02, -2.0825e-02, -1.6047e-02,
          3.3387e-02],
        [ 1.3734e-02, -1.8836e-02,  3.6675e-02, -6.4219e-02, -5.6906e-03,
          6.7424e-02,  1.3553e-02, -9.4233e-02,  5.8981e-02,  1.7185e-04,
          3.5254e-03, -8.0199e-03,  5.0693e-02, -1.6063e-02, -4.4596e-03,
          1.5705e-02],
        [ 1.1876e-03, -2.3274e-02,  2.9632e-02, -7.2400e-02, -7.0837e-03,
          8.8660e-02,  2.1395e-02, -8.5638e-02,  7.4795e-02,  4.5625e-03,
          1.3415e-02,  8.1840e-03,  5.9981e-02, -1.9377e-02, -1.2523e-02,
          2.8009e-02],
        [-1.7402e-02, -2.9849e-02,  1.9198e-02, -8.4520e-02, -9.1478e-03,
          1.2012e-01,  3.3013e-02, -7.2904e-02,  9.8224e-02,  1.1068e-02,
          2.8069e-02,  3.2193e-02,  7.3741e-02, -2.4286e-02, -2.4470e-02,
          4.6238e-02]])",-0.23417954,18.623116,0,1,0.013495482
169,WP,2,1,1,"tensor([[ 0.2928,  0.2865,  0.2086,  0.1050,  0.0461, -0.2765, -0.3333, -0.3431,
         -0.1954, -0.2615, -0.3408, -0.2495, -0.2271, -0.0046,  0.0832, -0.3225],
        [ 0.2928,  0.2865,  0.2086,  0.1050,  0.0461, -0.2765, -0.3333, -0.3431,
         -0.1954, -0.2615, -0.3408, -0.2495, -0.2271, -0.0046,  0.0832, -0.3225]])",-13.397559,-29.89936,3,1,-0.09575423
170,PHQIYP,6,0,0,"tensor([[ 0.0774, -0.0052,  0.0009, -0.1858,  0.1140,  0.3035, -0.1613, -0.2252,
          0.1989, -0.2204,  0.2616, -0.0811, -0.0551, -0.0813,  0.1627, -0.0481],
        [ 0.0948, -0.0008,  0.0022, -0.1942,  0.1307,  0.3157, -0.1878, -0.2468,
          0.2050, -0.2504,  0.2833, -0.1035, -0.0752, -0.0888,  0.1905, -0.0674],
        [ 0.0531, -0.0122,  0.0004, -0.1716,  0.0906,  0.2813, -0.1212, -0.1924,
          0.1890, -0.1753,  0.2239, -0.0513, -0.0263, -0.0726,  0.1238, -0.0240],
        [ 0.0044, -0.0270,  0.0008, -0.1409,  0.0435,  0.2318, -0.0380, -0.1244,
          0.1680, -0.0821,  0.1415,  0.0064,  0.0321, -0.0571,  0.0460,  0.0213],
        [-0.0319, -0.0279,  0.0026, -0.1153,  0.0049,  0.1938,  0.0180, -0.0762,
          0.1492, -0.0159,  0.0729,  0.0565,  0.0740, -0.0421, -0.0209,  0.0567],
        [-0.0481, -0.0303,  0.0027, -0.1052, -0.0115,  0.1786,  0.0435, -0.0548,
          0.1418,  0.0135,  0.0460,  0.0779,  0.0929, -0.0355, -0.0488,  0.0731]])",-16.893396,23.286722,0,1,0.010817145
171,VVYPWTQRF,9,1,1,"tensor([[ 0.2492,  0.0645,  0.1688,  0.0893,  0.0205, -0.3311, -0.1336, -0.2555,
         -0.2378, -0.0822, -0.1821, -0.3121, -0.1236,  0.0461,  0.1469, -0.2152],
        [ 0.2508,  0.0650,  0.1697,  0.0903,  0.0206, -0.3338, -0.1346, -0.2566,
         -0.2398, -0.0828, -0.1833, -0.3141, -0.1248,  0.0465,  0.1479, -0.2167],
        [ 0.1455,  0.0278,  0.1106,  0.0217,  0.0089, -0.1555, -0.0688, -0.1845,
         -0.1070, -0.0459, -0.1003, -0.1781, -0.0468,  0.0187,  0.0802, -0.1135],
        [ 0.0368, -0.0107,  0.0496, -0.0492, -0.0031,  0.0284, -0.0009, -0.1100,
          0.0299, -0.0079, -0.0147, -0.0378,  0.0336, -0.0100,  0.0104, -0.0069],
        [-0.0170, -0.0300,  0.0176, -0.0884, -0.0061,  0.1283,  0.0293, -0.0754,
          0.1035,  0.0058,  0.0355,  0.0318,  0.0719, -0.0265, -0.0209,  0.0456],
        [-0.0358, -0.0379, -0.0009, -0.1191,  0.0049,  0.1988,  0.0262, -0.0720,
          0.1525, -0.0098,  0.0843,  0.0567,  0.0792, -0.0415, -0.0182,  0.0631],
        [-0.0311, -0.0366, -0.0007, -0.1216,  0.0094,  0.2026,  0.0187, -0.0781,
          0.1543, -0.0183,  0.0910,  0.0509,  0.0737, -0.0433, -0.0107,  0.0582],
        [-0.0090,  0.0062,  0.0142, -0.1094,  0.0154,  0.1871, -0.0244, -0.1030,
          0.1430, -0.0539,  0.0526,  0.0425,  0.0453, -0.0481, -0.0120,  0.0256],
        [-0.0176,  0.0121,  0.0170, -0.0993,  0.0037,  0.1725, -0.0124, -0.0910,
          0.1353, -0.0375,  0.0247,  0.0575,  0.0548, -0.0439, -0.0340,  0.0324]])",14.417744,-1.7632939,2,1,-0.011340144
172,PIP,3,1,0,"tensor([[ 3.5449e-02, -1.1155e-02,  4.8863e-02, -5.0061e-02, -3.2796e-03,
          3.0671e-02, -1.8444e-05, -1.0911e-01,  3.1613e-02, -7.4272e-03,
         -1.3592e-02, -3.6064e-02,  3.4620e-02, -1.0328e-02,  9.4955e-03,
         -5.5885e-03],
        [ 5.0919e-02, -5.6840e-03,  5.7545e-02, -3.9975e-02, -1.5620e-03,
          4.4893e-03, -9.6864e-03, -1.1970e-01,  1.2117e-02, -1.2841e-02,
         -2.5785e-02, -5.6043e-02,  2.3169e-02, -6.2429e-03,  1.9437e-02,
         -2.0758e-02],
        [ 3.5449e-02, -1.1155e-02,  4.8863e-02, -5.0061e-02, -3.2796e-03,
          3.0671e-02, -1.8444e-05, -1.0911e-01,  3.1613e-02, -7.4272e-03,
         -1.3592e-02, -3.6064e-02,  3.4620e-02, -1.0328e-02,  9.4955e-03,
         -5.5885e-03]])",16.31668,2.5988226,2,0,-0.005050599
173,AD,2,1,1,"tensor([[ 0.2782,  0.0747,  0.1851,  0.1082,  0.0237, -0.3802, -0.1517, -0.2754,
         -0.2744, -0.0924, -0.2050, -0.3496, -0.1451,  0.0538,  0.1655, -0.2437],
        [ 0.2782,  0.0747,  0.1851,  0.1082,  0.0237, -0.3802, -0.1517, -0.2754,
         -0.2744, -0.0924, -0.2050, -0.3496, -0.1451,  0.0538,  0.1655, -0.2437]])",9.6894655,-32.671604,1,1,-0.07676031
174,PSFQP,5,0,0,"tensor([[-3.3301e-02, -3.5473e-02,  1.0274e-02, -9.4886e-02, -1.0913e-02,
          1.4703e-01,  4.2949e-02, -6.2013e-02,  1.1826e-01,  1.6632e-02,
          4.0601e-02,  5.2725e-02,  8.5510e-02, -2.8485e-02, -3.4687e-02,
          6.1829e-02],
        [-3.7225e-02, -3.6861e-02,  8.0721e-03, -9.7444e-02, -1.1349e-02,
          1.5367e-01,  4.5402e-02, -5.9325e-02,  1.2321e-01,  1.8005e-02,
          4.3694e-02,  5.7793e-02,  8.8414e-02, -2.9521e-02, -3.7208e-02,
          6.5676e-02],
        [-2.8009e-02, -3.5780e-02, -6.0816e-04, -1.2331e-01,  1.2363e-02,
          2.0518e-01,  1.3710e-02, -8.2154e-02,  1.5549e-01, -2.3867e-02,
          9.5425e-02,  4.6961e-02,  7.0057e-02, -4.4522e-02, -5.7585e-03,
          5.4996e-02],
        [ 1.6043e-02, -2.3797e-02,  1.2398e-03, -1.4723e-01,  5.4724e-02,
          2.4144e-01, -5.6647e-02, -1.3961e-01,  1.7246e-01, -1.0311e-01,
          1.5813e-01, -8.1650e-03,  1.8400e-02, -6.1681e-02,  6.4709e-02,
          9.0840e-03],
        [ 3.1938e-02, -1.9473e-02,  1.9066e-03, -1.5586e-01,  7.0009e-02,
          2.5452e-01, -8.2034e-02, -1.6034e-01,  1.7859e-01, -1.3170e-01,
          1.8076e-01, -2.8056e-02, -2.4002e-04, -6.7872e-02,  9.0136e-02,
         -7.4825e-03]])",-3.6368103,20.481367,0,1,0.015400325
175,RPGGFF,6,1,1,"tensor([[ 0.2025,  0.2980,  0.1611,  0.0435,  0.0405, -0.0967, -0.3131, -0.2933,
         -0.0612, -0.2644, -0.2957, -0.1079, -0.1752, -0.0415,  0.0059, -0.2474],
        [ 0.2656,  0.3513,  0.1988,  0.0827,  0.0506, -0.1842, -0.3783, -0.3452,
         -0.1260, -0.3111, -0.3641, -0.1715, -0.2326, -0.0342,  0.0327, -0.3190],
        [ 0.2770,  0.3181,  0.2024,  0.0924,  0.0481, -0.2267, -0.3544, -0.3426,
         -0.1580, -0.2855, -0.3507, -0.2077, -0.2282, -0.0200,  0.0566, -0.3186],
        [ 0.2888,  0.2941,  0.2070,  0.1019,  0.0466, -0.2642, -0.3383, -0.3428,
         -0.1861, -0.2673, -0.3430, -0.2392, -0.2272, -0.0084,  0.0766, -0.3213],
        [ 0.2937,  0.2963,  0.2097,  0.1050,  0.0472, -0.2721, -0.3417, -0.3463,
         -0.1921, -0.2693, -0.3472, -0.2452, -0.2310, -0.0072,  0.0796, -0.3263],
        [ 0.2346,  0.2414,  0.1741,  0.0685,  0.0372, -0.1932, -0.2764, -0.2963,
         -0.1335, -0.2217, -0.2801, -0.1884, -0.1755, -0.0126,  0.0566, -0.2577]])",-13.347486,-26.503809,3,1,-0.087711304
176,ENGLPVHLDQSIFRRP,16,0,0,"tensor([[ 0.0529, -0.0050,  0.0587, -0.0387, -0.0013,  0.0011, -0.0110, -0.1211,
          0.0096, -0.0135, -0.0274, -0.0587,  0.0217, -0.0057,  0.0207, -0.0227],
        [ 0.0371, -0.0106,  0.0498, -0.0490, -0.0031,  0.0279, -0.0010, -0.1102,
          0.0295, -0.0080, -0.0149, -0.0382,  0.0334, -0.0099,  0.0106, -0.0072],
        [-0.0133, -0.0284,  0.0215, -0.0819, -0.0087,  0.1132,  0.0305, -0.0757,
          0.0931,  0.0096,  0.0248,  0.0269,  0.0707, -0.0232, -0.0218,  0.0422],
        [-0.0479, -0.0409,  0.0006, -0.1078, -0.0101,  0.1789,  0.0493, -0.0537,
          0.1414,  0.0176,  0.0584,  0.0717,  0.0951, -0.0342, -0.0414,  0.0760],
        [-0.0518, -0.0423, -0.0016, -0.1104, -0.0106,  0.1856,  0.0518, -0.0511,
          0.1463,  0.0190,  0.0615,  0.0768,  0.0980, -0.0352, -0.0439,  0.0798],
        [-0.0518, -0.0423, -0.0016, -0.1104, -0.0106,  0.1856,  0.0518, -0.0511,
          0.1463,  0.0190,  0.0615,  0.0768,  0.0980, -0.0352, -0.0439,  0.0798],
        [-0.0331, -0.0354,  0.0104, -0.0947, -0.0109,  0.1467,  0.0428, -0.0622,
          0.1180,  0.0166,  0.0404,  0.0525,  0.0854, -0.0284, -0.0346,  0.0616],
        [-0.0111, -0.0276,  0.0228, -0.0804, -0.0084,  0.1094,  0.0290, -0.0773,
          0.0902,  0.0088,  0.0231,  0.0240,  0.0690, -0.0226, -0.0204,  0.0400],
        [-0.0111, -0.0276,  0.0228, -0.0804, -0.0084,  0.1094,  0.0290, -0.0773,
          0.0902,  0.0088,  0.0231,  0.0240,  0.0690, -0.0226, -0.0204,  0.0400],
        [-0.0326, -0.0352,  0.0106, -0.0945, -0.0108,  0.1459,  0.0425, -0.0625,
          0.1174,  0.0164,  0.0401,  0.0519,  0.0850, -0.0283, -0.0343,  0.0612],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0406, -0.0381,  0.0062, -0.0996, -0.0117,  0.1594,  0.0475, -0.0570,
          0.1275,  0.0192,  0.0464,  0.0622,  0.0909, -0.0304, -0.0394,  0.0690],
        [ 0.0218,  0.0508,  0.0461, -0.0631,  0.0019,  0.0953, -0.0472, -0.1184,
          0.0803, -0.0557, -0.0430,  0.0201,  0.0217, -0.0341, -0.0289, -0.0130],
        [ 0.1150,  0.1873,  0.1061, -0.0087,  0.0227,  0.0018, -0.1918, -0.2111,
          0.0116, -0.1704, -0.1787, -0.0408, -0.0830, -0.0406, -0.0149, -0.1367],
        [ 0.1894,  0.3222,  0.1558,  0.0331,  0.0419, -0.0566, -0.3290, -0.2924,
         -0.0311, -0.2827, -0.3027, -0.0744, -0.1755, -0.0537, -0.0153, -0.2436],
        [ 0.1679,  0.2955,  0.1424,  0.0203,  0.0376, -0.0320, -0.2996, -0.2723,
         -0.0129, -0.2600, -0.2743, -0.0576, -0.1529, -0.0536, -0.0207, -0.2165]])",10.73884,8.092726,2,1,-0.0005965028
177,IYPSFQPQPLIYP,13,0,0,"tensor([[-5.4684e-02, -4.3036e-02, -1.7272e-03, -1.0883e-01, -1.3287e-02,
          1.8322e-01,  5.6313e-02, -4.7366e-02,  1.4521e-01,  2.4114e-02,
          5.7456e-02,  8.0341e-02,  1.0134e-01, -3.4132e-02, -4.8428e-02,
          8.2796e-02],
        [-5.4684e-02, -4.3036e-02, -1.7272e-03, -1.0883e-01, -1.3287e-02,
          1.8322e-01,  5.6313e-02, -4.7366e-02,  1.4521e-01,  2.4114e-02,
          5.7456e-02,  8.0341e-02,  1.0134e-01, -3.4132e-02, -4.8428e-02,
          8.2796e-02],
        [-5.4684e-02, -4.3036e-02, -1.7272e-03, -1.0883e-01, -1.3287e-02,
          1.8322e-01,  5.6313e-02, -4.7366e-02,  1.4521e-01,  2.4114e-02,
          5.7456e-02,  8.0341e-02,  1.0134e-01, -3.4132e-02, -4.8428e-02,
          8.2796e-02],
        [-5.4684e-02, -4.3036e-02, -1.7272e-03, -1.0883e-01, -1.3287e-02,
          1.8322e-01,  5.6313e-02, -4.7366e-02,  1.4521e-01,  2.4114e-02,
          5.7456e-02,  8.0341e-02,  1.0134e-01, -3.4132e-02, -4.8428e-02,
          8.2796e-02],
        [-3.4425e-02, -3.7525e-02, -8.7731e-04, -1.1983e-01,  6.1938e-03,
          1.9990e-01,  2.3957e-02, -7.3787e-02,  1.5302e-01, -1.2327e-02,
          8.6293e-02,  5.4989e-02,  7.7581e-02, -4.2023e-02, -1.6022e-02,
          6.1683e-02],
        [ 2.9449e-04, -2.8080e-02,  5.7918e-04, -1.3868e-01,  3.9581e-02,
          2.2847e-01, -3.1495e-02, -1.1907e-01,  1.6639e-01, -7.4780e-02,
          1.3571e-01,  1.1542e-02,  3.6867e-02, -5.5547e-02,  3.9517e-02,
          2.5497e-02],
        [ 3.6141e-02, -1.8330e-02,  2.0829e-03, -1.5814e-01,  7.4051e-02,
          2.5798e-01, -8.8746e-02, -1.6582e-01,  1.8021e-01, -1.3926e-01,
          1.8674e-01, -3.3315e-02, -5.1683e-03, -6.9509e-02,  9.6859e-02,
         -1.1863e-02],
        [ 4.2989e-02, -1.6467e-02,  2.3702e-03, -1.6186e-01,  8.0636e-02,
          2.6361e-01, -9.9683e-02, -1.7475e-01,  1.8284e-01, -1.5158e-01,
          1.9649e-01, -4.1885e-02, -1.3198e-02, -7.2176e-02,  1.0781e-01,
         -1.8999e-02],
        [ 1.3974e-02, -2.4359e-02,  1.1530e-03, -1.4610e-01,  5.2735e-02,
          2.3973e-01, -5.3343e-02, -1.3691e-01,  1.7167e-01, -9.9386e-02,
          1.5519e-01, -5.5763e-03,  2.0826e-02, -6.0875e-02,  6.1400e-02,
          1.1240e-02],
        [-2.1872e-02, -3.4110e-02, -3.5071e-04, -1.2664e-01,  1.8265e-02,
          2.1023e-01,  3.9085e-03, -9.0158e-02,  1.5785e-01, -3.4907e-02,
          1.0416e-01,  3.9281e-02,  6.2861e-02, -4.6912e-02,  4.0586e-03,
          4.8600e-02],
        [-4.5962e-02, -4.0417e-02,  2.0548e-04, -1.0996e-01, -7.4661e-03,
          1.8281e-01,  4.5316e-02, -5.6873e-02,  1.4361e-01,  1.2796e-02,
          6.3199e-02,  6.9305e-02,  9.2414e-02, -3.5558e-02, -3.7363e-02,
          7.3892e-02],
        [-4.6299e-02, -3.1541e-02,  3.6081e-03, -1.0389e-01, -1.1497e-02,
          1.7433e-01,  4.3957e-02, -5.5489e-02,  1.3866e-01,  1.4410e-02,
          4.5716e-02,  7.4420e-02,  9.2192e-02, -3.4487e-02, -4.6824e-02,
          7.1913e-02],
        [-4.4414e-02, -2.8958e-02,  4.8072e-03, -1.0278e-01, -1.1095e-02,
          1.7233e-01,  4.1180e-02, -5.7314e-02,  1.3719e-01,  1.2229e-02,
          4.3077e-02,  7.3090e-02,  9.0136e-02, -3.4567e-02, -4.6463e-02,
          6.9467e-02]])",0.12458299,22.823322,0,1,0.01847871
178,PFP,3,1,1,"tensor([[ 0.4095,  0.4304,  0.2816,  0.1748,  0.0694, -0.4102, -0.4919, -0.4516,
         -0.2941, -0.3838, -0.4945, -0.3411, -0.3488, -0.0047,  0.1126, -0.4689],
        [ 0.5077,  0.5326,  0.3417,  0.2347,  0.0871, -0.5346, -0.6095, -0.5377,
         -0.3862, -0.4717, -0.6125, -0.4292, -0.4448,  0.0009,  0.1459, -0.5862],
        [ 0.4095,  0.4304,  0.2816,  0.1748,  0.0694, -0.4102, -0.4919, -0.4516,
         -0.2941, -0.3838, -0.4945, -0.3411, -0.3488, -0.0047,  0.1126, -0.4689]])",-18.72157,-33.09799,3,1,-0.14967664
179,SHP,3,0,0,"tensor([[-0.0058, -0.0124, -0.0262, -0.1832,  0.0364,  0.3293, -0.0830, -0.1619,
          0.1893, -0.1272,  0.2742,  0.0546,  0.0294, -0.0136,  0.0287,  0.0938],
        [ 0.0260, -0.0070, -0.0200, -0.1917,  0.0665,  0.3360, -0.1225, -0.1940,
          0.1969, -0.1727,  0.2924,  0.0084, -0.0052, -0.0333,  0.0797,  0.0494],
        [ 0.0254, -0.0150, -0.0079, -0.1695,  0.0647,  0.2871, -0.0935, -0.1700,
          0.1851, -0.1426,  0.2242, -0.0071,  0.0022, -0.0511,  0.0793,  0.0216]])",-14.397495,27.535038,0,1,0.020086033
180,YQQPVLGPVRGPFPII,16,1,1,"tensor([[-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0547, -0.0430, -0.0017, -0.1088, -0.0133,  0.1832,  0.0563, -0.0474,
          0.1452,  0.0241,  0.0575,  0.0803,  0.1013, -0.0341, -0.0484,  0.0828],
        [-0.0456, -0.0406, -0.0013, -0.1138, -0.0045,  0.1907,  0.0418, -0.0592,
          0.1487,  0.0077,  0.0704,  0.0689,  0.0907, -0.0377, -0.0339,  0.0733],
        [-0.0456, -0.0406, -0.0013, -0.1138, -0.0045,  0.1907,  0.0418, -0.0592,
          0.1487,  0.0077,  0.0704,  0.0689,  0.0907, -0.0377, -0.0339,  0.0733],
        [-0.0444, -0.0401, -0.0007, -0.1130, -0.0044,  0.1887,  0.0410, -0.0601,
          0.1472,  0.0073,  0.0695,  0.0674,  0.0898, -0.0374, -0.0331,  0.0721],
        [-0.0468, -0.0402,  0.0027, -0.1037, -0.0124,  0.1698,  0.0514, -0.0528,
          0.1352,  0.0213,  0.0512,  0.0701,  0.0955, -0.0320, -0.0433,  0.0750],
        [-0.0468, -0.0402,  0.0027, -0.1037, -0.0124,  0.1698,  0.0514, -0.0528,
          0.1352,  0.0213,  0.0512,  0.0701,  0.0955, -0.0320, -0.0433,  0.0750],
        [-0.0356, -0.0363,  0.0090, -0.0964, -0.0112,  0.1509,  0.0444, -0.0605,
          0.1211,  0.0174,  0.0424,  0.0556,  0.0872, -0.0291, -0.0361,  0.0640],
        [-0.0264, -0.0314,  0.0143, -0.0905, -0.0100,  0.1363,  0.0373, -0.0672,
          0.1103,  0.0129,  0.0342,  0.0447,  0.0798, -0.0271, -0.0309,  0.0545],
        [ 0.0526,  0.0530,  0.0628, -0.0424,  0.0045,  0.0377, -0.0592, -0.1371,
          0.0373, -0.0596, -0.0621, -0.0248,  0.0019, -0.0233, -0.0052, -0.0406],
        [ 0.1787,  0.1982,  0.1409,  0.0335,  0.0286, -0.1131, -0.2220, -0.2515,
         -0.0741, -0.1836, -0.2220, -0.1296, -0.1261, -0.0203,  0.0311, -0.1956],
        [ 0.2945,  0.3012,  0.2106,  0.1053,  0.0477, -0.2707, -0.3461, -0.3481,
         -0.1910, -0.2733, -0.3506, -0.2437, -0.2332, -0.0084,  0.0781, -0.3285],
        [ 0.2916,  0.2436,  0.2048,  0.1069,  0.0417, -0.3009, -0.2971, -0.3304,
         -0.2140, -0.2274, -0.3143, -0.2724, -0.2116,  0.0079,  0.1013, -0.3080],
        [ 0.2232,  0.1188,  0.1589,  0.0685,  0.0240, -0.2477, -0.1704, -0.2555,
         -0.1751, -0.1236, -0.1998, -0.2420, -0.1263,  0.0201,  0.1020, -0.2095],
        [ 0.1433,  0.0270,  0.1094,  0.0203,  0.0087, -0.1519, -0.0675, -0.1830,
         -0.1044, -0.0452, -0.0986, -0.1754, -0.0452,  0.0182,  0.0788, -0.1114],
        [ 0.0946,  0.0098,  0.0821, -0.0115,  0.0033, -0.0695, -0.0370, -0.1496,
         -0.0430, -0.0281, -0.0602, -0.1125, -0.0092,  0.0053,  0.0475, -0.0636]])",11.757801,-2.7511902,2,1,-0.012065791
